artist,title,mood,genre,album,tempo,energy,acousticness,danceability
GEN.KLOUD,LIES,fear,electronic,Lies,0.9053254438,88,1,38
GEN.KLOUD,Save the World,joy,electronic,Save The World,0.4852071006,80,5,50
Gene Loves Jezebel,Desire Come and Get It,sadness,indie,The Best Of Gene Loves Jezebel - Voodoo Dollies,0.5917159763,85,0,58
Gene Loves Jezebel,Break The Chain,joy,indie,Heavenly Bodies,0.5147928994,82,0,66
Gene Moore,Wont Be Moved,anger,hard rock,Upbeat Christian and Gospel,0.3668639053,60,7,76
Gene Parsons,Willin,sadness,rock,Kindling,0.7396449704,24,78,45
Gene Simmons,Haunted House,anger,hard rock,Jumpin' Gene Simmons,0.9585798817,63,64,60
Gene Vincent,Race with the Devil,anger,hard rock,Presenting Gene Vincent,0.4142011834,67,20,59
Gene Vincent,Say Mama,anger,hard rock,Presenting Gene Vincent,0.7396449704,87,39,49
Gene Vincent & His Blue Caps,Miss Blue,love,rock,Gene Vincent And The Blue Caps,0.3668639053,36,51,54
General Echo,Arleen,anger,hard rock,Dancehall: The Rise of Jamaican Dancehall Culture,0.798816568,59,12,70
General Trees,Gone a Negril,sadness,indie,Total Recall Vol. 9,0.3727810651,56,38,71
Generationals,Black Lemon,fear,indie,Alix,0.3964497041,84,5,60
Generationals,Gold Silver Diamond,joy,indie,Alix,0.8224852071,68,8,72
Generationals,Keep It Low,anger,hard rock,State Dogs: Singles 2017-18,0.5029585799,66,1,82
Generationals,I Turned My Back on the Written Word,sadness,indie,Reader As Detective,0.3609467456,84,10,61
Generationals,Welcome to the fire,anger,hard rock,Alix,0.4911242604,66,14,70
Generationals,Trust,joy,indie,Trust - EP,0.7041420118,89,7,71
Generationals,Would You Want Me,sadness,indie,Alix,0.4082840237,56,37,76
Generationals,Heart in Two,sadness,indie,Alix,0.4556213018,58,9,74
Generationals,I Promise,sadness,indie,ActorCaster,0.4023668639,85,52,62
Genesis,The Cinema Show,anger,hard rock,Selling England by the Pound (2007 Stereo Mix),0.2071005917,67,18,20
Genesis,In the Cage,anger,hard rock,The Lamb Lies Down on Broadway (2007 Stereo Mix),0.6035502959,73,4,36
Genesis,The Battle of Epping Forest,anger,hard rock,Selling England by the Pound (2007 Stereo Mix),0.6213017751,66,3,46
Genesis,It,anger,hard rock,Invisible Touch (2007 Remaster),0.3136094675,61,14,38
Genesis,Caroline Live on The Tonight Show,anger,hard rock,"Live Over Europe, 2007",0.3964497041,70,38,59
Genesis,Turn It On Again,anger,hard rock,Duke (2007 Remaster),0.573964497,86,2,48
Genesis,Abacab,anger,hard rock,Abacab (2007 Remaster),0.5917159763,69,2,70
Genesis,Anyway,anger,hard rock,The Lamb Lies Down on Broadway (2007 Stereo Mix),0.2958579882,70,32,36
Genesis,The Knife,anger,hard rock,Platinum Collection,0.674556213,78,0,28
Genesis,Dodo/Lurker,anger,hard rock,Abacab (2007 Remaster),0.3550295858,85,5,57
Genesis,Behind the Lines,anger,hard rock,Duke (2007 Remaster),0.7455621302,86,0,31
Genesis,The Light Dies Down on Broadway,anger,hard rock,The Lamb Lies Down on Broadway (2007 Stereo Mix),0.9467455621,76,9,19
Genesis,In the Rapids,anger,hard rock,The Lamb Lies Down on Broadway (2007 Stereo Mix),0.4615384615,32,54,42
Genesis,No Reply at All,anger,hard rock,Abacab (2007 Remaster),0.573964497,94,26,69
Genesis,Guide Vocal,anger,hard rock,Duke (2007 Remaster),0.4792899408,10,54,31
Genesis,Snowbound,anger,hard rock,And Then There Were Three (2007 Remaster),0.550295858,43,9,28
Genesis,Ballad of Big,anger,hard rock,And Then There Were Three (2007 Remaster),0.5088757396,80,2,32
Genesis,Am I Very Wrong?,anger,hard rock,From Genesis to Revelation,0.349112426,33,45,41
Genesis,Tell Me Why,anger,hard rock,We Can't Dance (2007 Remaster),0.5266272189,74,32,60
Genesis,Like It or Not,anger,hard rock,Abacab (2007 Remaster),0.4674556213,80,2,44
Genesis,In The Rapids,anger,hard rock,The Lamb Lies Down on Broadway (2007 Stereo Mix),0.4615384615,32,54,42
Genesis,Like It Or Not,anger,hard rock,Abacab (2007 Remaster),0.4674556213,80,2,44
Genesis,Ballad Of Big,anger,hard rock,And Then There Were Three (2007 Remaster),0.5088757396,80,2,32
Genesis,Behind The Lines,anger,hard rock,Duke (2007 Remaster),0.7455621302,86,0,31
Genesis,Me And Sarah Jane,anger,hard rock,Abacab (2007 Remaster),0.4615384615,63,22,59
Genesis,One-eyed Hound,anger,hard rock,From Genesis to Revelation,0.426035503,60,37,50
geneva,GWSN - Pinky Star RUN English Translation,joy,indie,pinkys song,0.4792899408,44,0,83
Gengahr,Shes A Witch,sadness,indie,She's A Witch,0.5443786982,76,9,59
Gengahr,Before Sunrise,anger,hard rock,Where Wildness Grows,0.4733727811,81,20,47
Gengahr,Bathed In Light,sadness,indie,Powder / Bathed In Light,0.4023668639,85,38,54
Gengahr,Fill My Gums With Blood,fear,indie,A Dream Outside,0.3846153846,85,44,53
Gengahr,Heroine,sadness,indie,A Dream Outside,0.5976331361,77,24,50
Gengahr,Where Wildness Grows,sadness,indie,Where Wildness Grows,0.4733727811,81,20,47
Gengahr,Dizzy Ghosts,sadness,indie,A Dream Outside,0.6153846154,54,14,37
Gengahr,Ill Be Waiting,joy,indie,Where Wildness Grows,0.7573964497,84,1,28
Gengahr,Lonely As A Shark,love,indie,A Dream Outside,0.5857988166,81,3,55
George Ezra,Budapest,joy,indie,Wanted on Voyage (Expanded Edition),0.573964497,46,8,72
George Ezra,Barcelona,sadness,indie,Wanted on Voyage (Expanded Edition),0.3727810651,57,32,63
George Ezra,Listen to the Man,sadness,indie,Wanted on Voyage (Expanded Edition),0.5325443787,55,50,60
George Ezra,Cassy O,fear,indie,Wanted on Voyage (Expanded Edition),0.3964497041,84,5,54
George Ezra,Me  You,love,indie,We're Going on a Bear Hunt (Original Motion Picture Soundtrack),0.201183432,61,70,41
George Ezra,Drawing Board,sadness,indie,Wanted on Voyage (Expanded Edition),0.4082840237,72,5,61
George Ezra,Anyone for You Tiger Lily,love,indie,Gold Rush Kid,0.426035503,81,29,66
George Ezra,Song 6,anger,hard rock,Wanted on Voyage (Expanded Edition),0.8343195266,44,15,40
George Ezra,Did You Hear the Rain?,joy,indie,Wanted on Voyage (Expanded Edition),0.4201183432,61,11,46
George Ezra,Leaving It Up to You,joy,indie,Wanted on Voyage (Expanded Edition),0.349112426,50,60,61
George Ezra,Over the Creek,sadness,indie,Wanted on Voyage (Expanded Edition),0.3727810651,70,8,57
George Ezra,Spectacular Rival,anger,hard rock,Wanted on Voyage (Expanded Edition),0.2899408284,60,1,41
George Ezra,Breakaway,sadness,indie,Wanted on Voyage (Expanded Edition),0.4792899408,32,39,62
George Ezra,Stand by Your Gun,joy,indie,Wanted on Voyage (Expanded Edition),0.5029585799,82,9,71
George Ezra,Its Just My Skin,sadness,indie,Wanted on Voyage (Expanded Edition),0.2189349112,29,84,32
George Ezra,Da Vinci Riot Police,anger,hard rock,Wanted on Voyage (Expanded Edition),0.4023668639,76,0,63
George Ezra,In the End,joy,indie,Gold Rush Kid,0.2721893491,67,51,49
George Ezra,Blind Man in Amsterdam,joy,indie,Wanted on Voyage (Expanded Edition),0.3609467456,22,88,62
George Ezra,Blame It on the Radio,sadness,indie,Wanted on Voyage (Expanded Edition),0.4319526627,76,47,54
George Ezra,You Will Pull Through,sadness,indie,Wanted on Voyage (Expanded Edition),0.3727810651,57,32,63
George Michael,One More Try,anger,hard rock,Faith,0.5207100592,29,43,55
George Michael,Flawless Go To The City,anger,hard rock,Patience,0.5562130178,88,1,71
George Michael,A Last Request I Want Your Sex Part III,anger,hard rock,Faith,0.3846153846,48,1,89
George Michael,Cars and Trains,anger,hard rock,Patience,0.4674556213,51,6,85
George Michael,To Be Forgiven,anger,hard rock,Older,0.3846153846,45,45,69
George Michael,Cars And Trains,anger,hard rock,Patience,0.4674556213,51,6,85
George Michael,A Last Request,anger,hard rock,Faith,0.4023668639,53,0,77
George Michael,Blame It On The Sun,anger,hard rock,Ladies And Gentlemen... The Best Of George Michael,0.7218934911,63,13,57
George Michael,Brother Can You Spare A Dime,anger,hard rock,Songs From The Last Century,0.9053254438,32,32,30
George Michael,Secret Love,anger,hard rock,Songs From The Last Century,0.2662721893,51,10,48
George Ryan,Studio Remix,joy,indie,Studio (Schoolboy Q Remix),0.6094674556,39,10,73
George Thorogood & The Destroyers,It Wasnt Me,anger,hard rock,George Thorogood & the Destroyers,0.6272189349,64,14,55
George Thorogood & The Destroyers,You Talk Too Much,anger,hard rock,George Thorogood & the Destroyers,0.6272189349,64,14,55
Geraldine Hunt feat. Freddie James & Rosalind aka Cheri,Murphys Law,sadness,rock,"Soultry, Jazzy, & Sexy",0.5088757396,75,32,68
Gerard Way,Baby Youre a Haunted House,fear,indie,Baby You're a Haunted House,0.5266272189,98,0,48
Gerard Way,Dont Try,sadness,indie,Pinkish / Don't Try,0.4378698225,88,0,43
Gerard Way,Into The Cave We Wander,sadness,indie,Into the Cave We Wander,0.6449704142,52,19,51
Gerard Way,Pinkish,joy,indie,Pinkish / Don't Try,0.7041420118,96,0,18
Gerard Way,Getting Down The Germs,joy,indie,Getting Down the Germs,0.5029585799,74,0,72
Gerry Rafferty,Baker Street,anger,hard rock,City to City,0.4911242604,35,9,50
Gerry Rafferty,Get It Right The Next Time,anger,hard rock,Right Down the Line: Yacht Rock,0.5621301775,55,3,56
Gesaffelstein,Destinations,fear,electronic,Aleph,0.4201183432,55,19,80
Gesaffelstein,Pursuit,joy,electronic,Aleph,0.4615384615,93,6,68
Gesaffelstein,Out Of Line,love,electronic,Aleph,0.4437869822,58,0,77
Get Cape. Wear Cape. Fly,Once More With Feeling,sadness,indie,The Chronicles Of A Bohemian Teenager,0.5325443787,20,92,41
Get Cape. Wear Cape. Fly,War Of The Worlds,joy,indie,The Chronicles Of A Bohemian Teenager,0.5621301775,49,44,66
Get Cape. Wear Cape. Fly,The Chronicles Of A Bohemian Teenager Part One,sadness,indie,The Chronicles Of A Bohemian Teenager [Part One],0.8343195266,74,10,56
Get Dead,Disruption,anger,hard rock,Dancing with the Curse,0.3905325444,79,0,39
Get Dead,Confrontation,anger,hard rock,Dancing with the Curse,0.5562130178,100,0,51
GG Allin,Die When You Die,anger,hard rock,The Man With a Mission (Live 1988 - 1989),0.349112426,92,99,27
GG Allin,Expose Yourself to Kids,anger,hard rock,The Man With a Mission (Live 1988 - 1989),0.3431952663,82,99,23
GG Allin,I Hate People,anger,hard rock,Rock'n'roll terrorist,0.3017751479,83,50,36
GG Allin,Kill the Children Save the Food,anger,hard rock,Rock'n'roll terrorist,0.6627218935,79,9,32
GG Allin,Son of Evil,anger,hard rock,Carnival Of Excess,0.426035503,74,8,71
GG Allin,Needle Up My Cock,anger,hard rock,Rock'n'roll terrorist,0.349112426,88,0,24
GG Allin,You Hate Me  I Hate You,anger,hard rock,Hated in The Nation,0.4674556213,90,37,53
GG Allin,Sluts in the City,anger,hard rock,Rock'n'roll terrorist,0.2721893491,84,24,46
GG Allin,Gimme Some Head,anger,hard rock,Hated in The Nation,0.4378698225,96,47,32
GG Allin,Im Gonna Rape You,anger,hard rock,Hated in The Nation,0.4201183432,94,26,29
GG Allin,Tough Fuckin Shit,anger,hard rock,Rock'n'roll terrorist,0.8816568047,57,1,35
GG Allin,War in My Head - Im Your Enemy,anger,hard rock,Rock'n'roll terrorist,0.6627218935,90,62,23
GG Allin,I Dont Give a Shit,anger,hard rock,Hated in The Nation,0.4201183432,94,26,29
GG Allin,Ten Year Old Fuck,anger,hard rock,Hated in The Nation,0.449704142,88,41,33
Ghalil Einstein,Put Your Guns Down,anger,hard rock,HYBRID,0.6331360947,85,27,74
Ghost,Mary on a Cross,anger,hard rock,Seven Inches Of Satanic Panic,0.5857988166,90,0,47
Ghost,Satan Prayer,anger,hard rock,Opus Eponymous,0.5857988166,86,21,60
Ghost,Respite on the Spitalfields,anger,hard rock,IMPERA,0.7633136095,87,1,22
Ghost,Stand by Him,anger,hard rock,Opus Eponymous,0.5798816568,91,12,57
ghost//signals,TRAUMA,anger,hard rock,LIVES DEFINED BY WINTER SKIES,0.6272189349,80,1,47
Ghostpoet,Cashing Out,anger,hard rock,Dark Days + Canapés,0.5266272189,82,2,51
Ghostpoet,Immigrant Boogie,anger,hard rock,Dark Days + Canapés,0.674556213,90,1,58
Giant Rooks,New Estate,sadness,rock,New Estate,0.7396449704,74,3,53
Giant Rooks,Bright Lies,sadness,rock,New Estate,0.2544378698,57,13,44
Giant Rooks,Wild Stare,sadness,rock,ROOKERY,0.573964497,82,3,65
Giant Rooks,Watershed,anger,hard rock,ROOKERY,0.5266272189,79,15,57
Giant Rooks,Chapels,anger,hard rock,New Estate,0.5621301775,56,65,55
Giant Rooks,Mia  Keira Days to Come,sadness,rock,New Estate,0.9053254438,79,6,46
Giant Rooks,Heat Up,love,rock,ROOKERY,0.2603550296,95,5,57
Giant Rooks,What I Know Is All Quicksand,joy,rock,rookery live tapes,0.6035502959,38,70,60
Giant Rooks,100 mg,fear,rock,Wild Stare,0.2662721893,88,2,54
Giant Rooks,Misinterpretations,sadness,rock,ROOKERY,0.7218934911,87,2,53
Giant Rooks,King Thinking,anger,hard rock,Wild Stare,0.6568047337,59,18,59
Giant Rooks,Slow,sadness,rock,New Estate,0.7218934911,75,14,53
Giant Rooks,Very Soon Youll See,joy,rock,ROOKERY,0.4437869822,86,3,63
Giant Rooks,Went Right Down,joy,rock,Wild Stare,0.4378698225,82,6,65
Giant Rooks,All We Are,joy,rock,ROOKERY,0.550295858,72,2,60
Giant Rooks,The Birth of Worlds,sadness,rock,ROOKERY,0.2603550296,66,1,21
Giant Rooks,Into Your Arms,joy,rock,ROOKERY,0.6449704142,64,21,52
Giant Rooks,Head by Head,joy,rock,ROOKERY,0.4674556213,80,2,66
Giant Rooks,Silence,anger,hard rock,ROOKERY,0.5266272189,92,0,54
Giant Rooks,Cara Declares War,joy,rock,Wild Stare,0.8047337278,60,70,26
Giants of Industry,Here We Go,joy,indie,Forward,0.449704142,91,0,67
Gilbert Montagné,The Fool,love,rock,The Fool,0.2603550296,66,10,38
Giles Sherwood,Nobodys Ever Going To Want Me,sadness,indie,Analysis,0.5562130178,17,60,85
Giles Sherwood,Liz Phairs Exile in Guyville 33 1/3 excerpt,anger,hard rock,Analysis,0.5562130178,17,60,85
Gilla Band,Going Norway,anger,hard rock,The Talkies,0.674556213,88,0,31
Gilla Band,Why They Hide Their Bodies Under My Garage,anger,hard rock,The Early Years,0.6272189349,95,3,27
Gilla Band,Aibohphobia,anger,hard rock,The Talkies,0.3905325444,56,16,30
Gilla Band,Texting an Alien,anger,hard rock,Holding Hands with Jamie,0.5088757396,49,33,62
Gina T.,Sail Over Seven Seas,anger,hard rock,My Greatest Hits,0.7218934911,54,28,55
Ginger Root,Loretta,anger,indie,Loretta,0.5857988166,80,28,71
Ginger Root,Weather,sadness,indie,Weather,0.5680473373,82,40,73
Ginger Root,Call It Home,joy,indie,Mahjong Room,0.3964497041,61,64,66
Ginger Root,Mahjong Room,joy,indie,Mahjong Room,0.3905325444,70,64,64
Ginger Root,Having Fun,sadness,indie,Mahjong Room,0.4674556213,54,77,59
Ginger Root,Fly Too,sadness,indie,City Slicker,0.4852071006,74,46,77
Ginger Root,City Slicker,joy,indie,City Slicker,0.5857988166,88,31,80
Ginger Root,Ohio,anger,indie,Mahjong Room,0.3964497041,87,80,62
Ginger Root,B4,surprise,indie,B4,0.4319526627,73,48,80
Ginger Root,Shmoopie,sadness,indie,Mahjong Room,0.3786982249,84,47,57
Gino Vannelli,Black Cars,anger,hard rock,Live In LA,0.5266272189,92,0,59
Gino Vannelli,Crazy Life,anger,hard rock,The Best and Beyond,0.3786982249,24,89,39
Giovannie and the Hired Guns,Rooster Tattoo,anger,hard rock,Giovannie and the Hired Guns,0.7455621302,60,0,26
Giovannie and the Hired Guns,Change,anger,hard rock,Bad Habits,0.6449704142,64,15,42
Giovannie and the Hired Guns,Stay,anger,hard rock,Giovannie and the Hired Guns,0.4142011834,52,10,51
Giraffage,Feels,sadness,indie,Needs,0.674556213,58,60,65
Giraffage,Do U Want Me,joy,indie,Too Real,0.7278106509,59,2,72
Giraffage,All That Matters,joy,indie,Needs,0.8816568047,33,1,66
Giraffage,Undress U,joy,indie,Needs,0.6568047337,15,59,71
Giraffage,Falling Softly,sadness,indie,Too Real,0.6390532544,24,91,50
Giraffage,Close 2 Me,joy,indie,Needs,0.6568047337,41,7,74
Girls Against Boys,Bullet Proof Cupid,joy,indie,Venus Luxure No. 1 Baby,0.6331360947,93,1,35
Girls In Hawaii,Walk,anger,hard rock,Nocturne,0.5562130178,57,5,88
Girlschool,Race with the Devil,anger,hard rock,Demolition,0.8224852071,88,0,21
Girlschool,Cmon Lets Go,anger,hard rock,Hit and Run (Bonus Track Edition),0.5088757396,100,0,29
Glass House Point,Creatures,anger,hard rock,Creatures,0.6863905325,62,8,53
Glasvegas,Geraldine,joy,indie,Glasvegas,0.5266272189,84,0,47
Glasvegas,Daddys Gone,sadness,indie,Glasvegas,0.4911242604,70,0,30
Glasvegas,Its My Own Cheating Heart That Makes Me Cry,sadness,indie,Glasvegas,0.325443787,83,16,22
Glasvegas,Flowers  Football Tops,joy,indie,Glasvegas,0.5029585799,81,0,32
Glasvegas,Go Square Go,joy,indie,Glasvegas,0.7100591716,88,0,38
Gleemer,Gauze,sadness,indie,Moving Away,0.3017751479,54,0,57
Gleemer,Brush Back,fear,indie,Down Through,0.7869822485,64,0,51
Gleemer,Come Down,sadness,indie,Anymore,0.798816568,79,1,43
Gleemer,TTX,sadness,indie,Down Through,0.4970414201,66,5,64
Gleemer,Down Through,anger,hard rock,Down Through,0.2781065089,60,0,54
Gleemer,Leadings On,fear,indie,Down Through,0.7633136095,79,0,40
Gleemer,Shoulder Pads,anger,hard rock,No Goodbyes,0.5147928994,86,2,53
Gleemer,Basketball Casino,joy,indie,Anymore,0.4082840237,71,19,62
Gleemer,Long Hair,love,indie,Moving Away,0.3668639053,52,0,50
Gleemer,Cooler Pt 2,sadness,indie,Anymore,0.2603550296,68,3,49
Gleemer,Held,sadness,indie,Down Through,0.4378698225,51,2,51
Gleemer,Soothe Me,joy,indie,Anymore,0.5621301775,92,0,56
Gleemer,Worth,fear,indie,Down Through,0.7396449704,13,81,49
Gleemer,Lily,sadness,indie,Moving Away,0.2662721893,72,0,32
Gleemer,Not Around,anger,hard rock,Anymore,0.2840236686,17,53,55
Gleemer,Dragging,sadness,indie,Moving Away,0.3846153846,65,0,58
Gleemer,Pressure,sadness,indie,Anymore,0.3609467456,55,27,50
Gleemer,Take,anger,hard rock,Down Through,0.5147928994,90,0,54
Gleemer,Sunday,joy,indie,Anymore,0.8165680473,38,35,43
Gleemer,Champ,love,indie,Moving Away,0.8579881657,61,0,41
Gleemer,Gush,anger,hard rock,Anymore,0.6213017751,61,2,66
Gleemer,Heater,sadness,indie,Moving Away,0.6449704142,82,0,39
Gleemer,Fall Out,sadness,indie,Moving Away,0.6804733728,66,0,44
Gleemer,Spread Out,joy,indie,Down Through,0.3136094675,64,0,54
Gleemer,Casino,joy,indie,Down Through,0.6449704142,58,0,56
Gleemer,Porcelain,fear,indie,Anymore,0.2662721893,61,6,52
Glen Hansard,High Hope,joy,rock,Rhythm And Repose (Deluxe Edition),0.3372781065,32,34,38
Glen Hansard,Bird of Sorrow,sadness,rock,Rhythm And Repose (Deluxe Edition),0.6686390533,27,69,35
Glen Hansard,Time Will Be The Healer,love,rock,Between Two Shores,0.6390532544,47,57,42
Glen Hansard,Talking with the Wolves,joy,rock,Rhythm And Repose (Deluxe Edition),0.6923076923,48,39,69
Glen Hansard,Winning Streak,sadness,rock,Didn't He Ramble,0.7928994083,50,49,57
Glen Hansard,The Storm Its Coming,anger,hard rock,Rhythm And Repose (Deluxe Edition),0.2485207101,7,82,33
Glen Hansard,One of Us Will Lose,sadness,rock,Between Two Shores,0.674556213,61,15,40
Glen Hansard,Wreckless Heart,anger,hard rock,Between Two Shores,0.5029585799,34,87,48
Glen Hansard,Why Woman,joy,rock,Between Two Shores,0.6863905325,45,16,41
Glen Hansard,The Song of Good Hope,joy,rock,Spotify Sessions,0.3313609467,23,77,51
Glen Hansard,Her Mercy,joy,rock,Didn't He Ramble,0.2958579882,31,35,34
Glen Hansard,Love Dont Leave Me Waiting,fear,rock,Rhythm And Repose (Deluxe Edition),0.1834319527,40,22,41
Glen Hansard,This Gift,joy,rock,Rhythm And Repose (Deluxe Edition),0.6686390533,52,55,44
Glen Hansard,Ill Be You Be Me,joy,rock,This Wild Willing,0.2544378698,64,7,56
Glen Hansard,Dont Settle,sadness,rock,This Wild Willing,0.650887574,48,35,31
Glen Hansard,Fools Game,sadness,rock,This Wild Willing,0.4852071006,13,76,40
Glen Hansard,Setting Forth,joy,rock,Between Two Shores,0.2603550296,48,50,57
Glen Hansard,Rare Bird,sadness,rock,Rhythm And Repose (Deluxe Edition),0.3136094675,0,83,43
Glen Hansard,Your Hearts Not In It,sadness,rock,Between Two Shores,0.8165680473,56,28,36
Glen Hansard,Wedding Ring,anger,hard rock,Didn't He Ramble,0.6982248521,38,62,48
Glen Hansard,Roll On Slow,sadness,rock,Between Two Shores,0.5798816568,69,1,57
Glen Hansard,Movin On,sadness,rock,Between Two Shores,0.6331360947,20,35,57
Glen Hansard,A Parting Glass Live,surprise,rock,Spotify Sessions,0.8343195266,14,58,55
Glen Hansard,Leave A Light,sadness,rock,This Wild Willing,0.6390532544,10,88,30
Glen Hansard,Wheels On Fire,fear,rock,Between Two Shores,0.6035502959,63,4,52
Glen Hansard,Lucky Man,joy,rock,Between Two Shores,0.7396449704,60,21,30
Glen Hansard,As You Did Before,sadness,rock,Flag Day (Original Soundtrack),0.6390532544,15,71,53
Glen Hansard,My Little Ruin,sadness,rock,Didn't He Ramble,0.4970414201,37,64,43
Glen Hansard,Cry Me a River,sadness,rock,Even Better Than the Real Thing Vol. 1,0.3017751479,50,31,58
Glen Hansard & Marketa Irglova,The Moon,sadness,rock,The Swell Season,0.5147928994,7,88,59
Glenn Travis,Feel My Love,joy,indie,Feel My Love,0.3786982249,67,7,60
Glenn Travis,Never Wanna Leave,joy,indie,Never Wanna Leave - Single,0.2662721893,58,17,42
Glenn Travis,Under the Sun,joy,indie,Prelude,0.6568047337,78,1,50
Glenn Travis,Too Good To Be True,joy,indie,GT Throwbacks,0.6449704142,50,2,46
Glenn Travis,Blind,joy,indie,Prelude,0.4437869822,52,14,67
Glenn Travis,Self Motivated,joy,indie,Prelude,0.5857988166,85,36,66
Glenn Travis,Abracadabra,anger,hard rock,Abracadabra,0.4674556213,61,1,49
Glenn Travis,How Far,joy,indie,Feel My Love,0.3786982249,67,7,60
Glenn Travis,Like The Way I Do,joy,indie,Like the Way I Do,0.5207100592,53,4,44
Glenn Travis,Virtual Reality,sadness,indie,Prelude,0.5857988166,82,9,59
Glenn Travis,Nirvana,joy,indie,Prelude,0.4556213018,56,49,58
Glenn Travis,Like Me,sadness,indie,Like Me,0.3136094675,84,9,61
Glenn Travis,Lock Down,joy,indie,Prelude,0.5029585799,46,1,79
Glenn Travis,Get Ready,joy,indie,Prelude,0.4970414201,56,8,67
Glenn Travis,My G,sadness,indie,This Christmas Night,0.3786982249,68,7,60
Glenn Travis,Illusion,sadness,indie,Prelude,0.4674556213,62,24,59
Gloria Estefan,Dr. Beat,anger,hard rock,Club Epic - A Collection Of Classic Dance Mixes: Volume 4,0.5147928994,75,15,84
Gloria Estefan,Nothin' New,anger,hard rock,Cuts Both Ways,0.3727810651,69,50,69
glue70,Til You Say,joy,electronic,2070,0.449704142,41,18,86
Gnarls Barkley,Crazy,joy,indie,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Sticky Rice,anger,hard rock,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Whos Gonna Save My Soul,sadness,indie,The Odd Couple,0.3195266272,60,18,81
Gnarls Barkley,Ride Wit Da Fye,anger,hard rock,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Going On,joy,indie,The Odd Couple,0.7041420118,90,0,44
Gnarls Barkley,Smiley Faces,joy,indie,St. Elsewhere,0.3313609467,88,1,56
Gnarls Barkley,Samurai Shit,anger,hard rock,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Just a Thought,joy,indie,St. Elsewhere,0.4142011834,96,6,56
Gnarls Barkley,St. Elsewhere,joy,indie,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Run Im a Natural Disaster,joy,indie,The Odd Couple,0.7041420118,91,1,49
Gnarls Barkley,Who Cares?,sadness,indie,St. Elsewhere,0.7869822485,87,12,70
Gnarls Barkley,Codeine Lemonade,sadness,indie,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Transformer,joy,indie,St. Elsewhere,0.775147929,96,1,52
Gnarls Barkley,Storm Coming,fear,indie,St. Elsewhere,0.7041420118,98,1,60
Gnarls Barkley,Necromancer,joy,indie,St. Elsewhere,0.6627218935,93,12,60
Gnarls Barkley,Go-Go Gadget Gospel,joy,indie,St. Elsewhere,0.7041420118,96,0,57
Gnarls Barkley,The Boogie Monster,surprise,indie,St. Elsewhere,0.4319526627,63,63,80
Gnarls Barkley,Perc 300,anger,hard rock,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Gone Daddy Gone,joy,indie,St. Elsewhere,0.7869822485,85,2,75
Gnarls Barkley,A Little Better,joy,indie,The Odd Couple,0.2721893491,63,7,43
Gnarls Barkley,Crazy Remix,surprise,indie,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Jungle Boys,anger,hard rock,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Feng Shui,joy,indie,St. Elsewhere,0.3550295858,92,12,64
Gnarls Barkley,Kick My Drip,anger,hard rock,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Blind Mary,joy,indie,The Odd Couple,0.7218934911,72,0,56
Gnarls Barkley,She Knows,joy,indie,The Odd Couple,0.7337278107,97,3,39
Gnarls Barkley,Surprise,joy,indie,The Odd Couple,0.7396449704,92,0,58
Gnarls Barkley,Charity Case,joy,indie,The Odd Couple,0.6568047337,88,0,72
Gnarls Barkley,Online,joy,indie,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Neighbors,anger,hard rock,The Odd Couple,0.9171597633,78,4,45
Gnarls Barkley,Open Book,anger,hard rock,The Odd Couple,0.4082840237,78,0,39
Gnarls Barkley,Pop The Clip,joy,indie,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Whatever,joy,indie,The Odd Couple,0.5147928994,93,0,64
Gnarls Barkley,No Time Soon,fear,indie,The Odd Couple,0.8816568047,76,7,37
Gnarls Barkley,Hibachi,joy,indie,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Who is U,anger,hard rock,St. Elsewhere,0.4792899408,59,5,86
Gnarls Barkley,Would Be Killer,anger,hard rock,The Odd Couple,0.6568047337,90,0,62
Gnarls Barkley,Ride Wit Da Fye PT. 3,anger,hard rock,St. Elsewhere,0.4792899408,59,5,86
Gnarwolves,Shut Up,anger,hard rock,Outsiders,0.7573964497,52,1,34
Gnarwolves,Channelling Brian Molko,anger,hard rock,Outsiders,0.426035503,98,0,35
Go Back To The Zoo,Fuck You,anger,indie,Benny Blisto,0.573964497,86,1,63
Go Fish,Fruit of the spirit,anger,hard rock,Bible Beats (For Little Feets),0.6982248521,88,1,72
Go Fish,Im A Soldier In The Army Of The Lord,anger,hard rock,Kickin' It Old School,0.449704142,89,12,61
Go Hang Music,Stro is the Name,anger,hard rock,Year of the Hare II,0.7337278107,91,17,73
